wto_rta_id,text,pattern,source,chapter_number,chapter_name,article_number,article_name,rta_name,date_of_signature,date_of_entry_into_force,download_url,RTA Name,Coverage,Type,Notification,Status,Date of Signature (G),Date of Signature (S),Date of Notification (G),Date of Notification (S),Date of Entry into Force (G),Date of Entry into Force (S),Inactive Date,Accession?,RTA Composition,Region,Cross-regional,All Parties WTO members?,Current signatories,Original signatories,Specific Entry/Exit dates,WTO Consideration Process (G),Consideration Date (G),WTO Consideration Process (S),Consideration Date (S),End of implementation period (G),End of implementation period (S),Remarks
901,"Chapter 8 shall not apply to: (a) procurement made under the system of concessions granted by the State, including public works concession contracts; (b) procurement measures designed to promote micro, small, and medium enterprises (MSMEs); (c) procurement for issuing currency, coinage, tax or postage stamps; (d) procurement of agricultural products linked to agricultural development Annex 8A-48 and support and food aid programs; (e) procurement by a Panama procuring entity of goods or services made or provided by a Panama public entity; (f) procurement of transportation services that form a part of, or are incidental to, a procurement contract; (g) purchases made under exceptionally advantageous conditions that only arise in the very short term, such as unusual disposals by companies that normally are not suppliers, or disposals of assets of businesses in liquidation or receivership; and (h) procurement made under special procedure and special procedure for emergency acquisitions.",food aid,From source,NA,NA,NA,NA,"Korea, Republic of - Central America",2018-02-21,2019-10-01,https://edit.wti.org/wti-filesystem/20221227/885f83f0-47f0-4f6e-9e12-73cef105fe79/Original-pdf-the-republic-of-korea-and-the-republics-of-central-america-fta.pdf,"Korea, Republic of - Central America",Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,21-Feb-18,21-Feb-18,15-Apr-21,15-Apr-21,01-Oct-19,01-Oct-19,NA,No,Plurilateral,Central America; East Asia,Yes,Yes,"Costa Rica; El Salvador; Honduras; Korea, Republic of; Nicaragua; Panama","Costa Rica; El Salvador; Honduras; Korea, Republic of; Nicaragua; Panama",Costa Rica(01-Nov-2019 - ); El Salvador(01-Jan-2020 - ); Panama(01-Mar-2021 - ),Factual Presentation issued,22-Sep-22,Factual Presentation issued,22-Sep-22,2039,NA,"Dates of entry into force:
01-Oct-19 for Honduras, Nicaragua and the Republic of Korea;
01-Nov-19 for Costa Rica and the Republic of Korea;
01-Jan-20 for El Salvador and the Republic of Korea;
01-Mar-21 for Panama and the Republic of Korea;"
907,"(2) Without prejudice to the powers of the Government of Ecuador to exercise its powers and regulate and introduce new regulations on the promotion of sustainable production and fair trade in agricultural goods, the development of agricultural practices that protect and promote food sovereignty, the fostering of economic and social conditions for farmers and rural communities and for the preservation, re­ storation and distribution of arable soils.",food sovereignty,From source,NA,NA,NA,NA,EU - Colombia and Peru - Accession of Ecuador,2016-11-11,2017-01-01,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L:2016:356:TOC,EU - Colombia and Peru - Accession of Ecuador,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,11-Nov-16,11-Nov-16,02-Mar-17,02-Mar-17,01-Jan-17,01-Jan-17,NA,Yes,Plurilateral; One Party is an RTA,South America; Europe,Yes,Yes,Colombia; Ecuador; Peru; European Union,Austria; Belgium; Bulgaria; Colombia; Croatia; Cyprus; Czech Republic; Denmark; Ecuador; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Peru; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; United Kingdom,United Kingdom( - 31-Dec-2020),Factual Presentation issued,01-Apr-19,Factual Presentation issued,01-Apr-19,2034,NA,"Official Journal of the European Union: L 356 of 24-Dec-2016.
The Agreement started to be provisionally applied between the EU and Ecuador on 01-Jan-2017.
The United Kingdom was a Member State of the European Union until 31 January 2020. The European Union and the United Kingdom have agreed a Withdrawal Agreement pursuant to Article 50 of the Treaty on European Union, which provides for a time-limited transition period during which European Union law, with limited exceptions as provided for in the Withdrawal Agreement will apply to and in the United Kingdom. Further details are available in the communication from the United Kingdom (WT/GC/206) dated 1 February 2020 and the note verbal from the European Union (WT/LET/1462) dated 27 January 2020 notifying WTO members that the United Kingdom is treated as a member State of the European Union for the purposes of relevant international agreements for the duration of the transition period."
907,General Notes: (a) Title VI of this Agreement shall not apply to: procurement of agricultural products made in furtherance of agricultural support programmes and human feeding programmes (e.g. food aid including urgent relief aid).,food aid,From source,NA,NA,NA,NA,EU - Colombia and Peru - Accession of Ecuador,2016-11-11,2017-01-01,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L:2016:356:TOC,EU - Colombia and Peru - Accession of Ecuador,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,11-Nov-16,11-Nov-16,02-Mar-17,02-Mar-17,01-Jan-17,01-Jan-17,NA,Yes,Plurilateral; One Party is an RTA,South America; Europe,Yes,Yes,Colombia; Ecuador; Peru; European Union,Austria; Belgium; Bulgaria; Colombia; Croatia; Cyprus; Czech Republic; Denmark; Ecuador; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Peru; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; United Kingdom,United Kingdom( - 31-Dec-2020),Factual Presentation issued,01-Apr-19,Factual Presentation issued,01-Apr-19,2034,NA,"Official Journal of the European Union: L 356 of 24-Dec-2016.
The Agreement started to be provisionally applied between the EU and Ecuador on 01-Jan-2017.
The United Kingdom was a Member State of the European Union until 31 January 2020. The European Union and the United Kingdom have agreed a Withdrawal Agreement pursuant to Article 50 of the Treaty on European Union, which provides for a time-limited transition period during which European Union law, with limited exceptions as provided for in the Withdrawal Agreement will apply to and in the United Kingdom. Further details are available in the communication from the United Kingdom (WT/GC/206) dated 1 February 2020 and the note verbal from the European Union (WT/LET/1462) dated 27 January 2020 notifying WTO members that the United Kingdom is treated as a member State of the European Union for the purposes of relevant international agreements for the duration of the transition period."
907,"However, it shall apply to procurements in the framework of the Programme of Food Aid to the most deprived persons in the European Union insofar as the procurement is carried out by, or on behalf of, a contracting authority/entity covered by Title VI of this Agreement. (b) Title VI of this Agreement shall not apply to procurement for the acquisition, development, production or co- production of programme material by broadcasters and contracts for broadcasting time. (c) The Title VI of this Agreement shall not apply to public service concessions.",Food Aid,From source,NA,NA,NA,NA,EU - Colombia and Peru - Accession of Ecuador,2016-11-11,2017-01-01,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L:2016:356:TOC,EU - Colombia and Peru - Accession of Ecuador,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,11-Nov-16,11-Nov-16,02-Mar-17,02-Mar-17,01-Jan-17,01-Jan-17,NA,Yes,Plurilateral; One Party is an RTA,South America; Europe,Yes,Yes,Colombia; Ecuador; Peru; European Union,Austria; Belgium; Bulgaria; Colombia; Croatia; Cyprus; Czech Republic; Denmark; Ecuador; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Peru; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; United Kingdom,United Kingdom( - 31-Dec-2020),Factual Presentation issued,01-Apr-19,Factual Presentation issued,01-Apr-19,2034,NA,"Official Journal of the European Union: L 356 of 24-Dec-2016.
The Agreement started to be provisionally applied between the EU and Ecuador on 01-Jan-2017.
The United Kingdom was a Member State of the European Union until 31 January 2020. The European Union and the United Kingdom have agreed a Withdrawal Agreement pursuant to Article 50 of the Treaty on European Union, which provides for a time-limited transition period during which European Union law, with limited exceptions as provided for in the Withdrawal Agreement will apply to and in the United Kingdom. Further details are available in the communication from the United Kingdom (WT/GC/206) dated 1 February 2020 and the note verbal from the European Union (WT/LET/1462) dated 27 January 2020 notifying WTO members that the United Kingdom is treated as a member State of the European Union for the purposes of relevant international agreements for the duration of the transition period."
909,"In exceptional cases, the following measures can be applied: 1) Export prohibitions or restrictions temporarily applied to prevent or relieve critical shortages of foodstuffs or other products essential to the internal market of the EAEU; 2) Import and export prohibitions or restrictions necessary to the application of standards or regulations for the classification, grading or marketing of commodities in international trade; 3) Import restrictions on fisheries product in any form, if necessary to: limit the production or sale of the like product originating in the territory of the EAEU; limit the production or sale of goods originating from the territory of the EAEU, which can be directly replaced by imported goods, if the EAEU does not have significant production of the like product; remove from the market a temporary surplus of the like product originating in the territory of the EAEU, by providing this surplus to some groups of consumers for free or at below-market prices; remove from the market a temporary surplus of goods originating from the territory of the EAEU, which can be directly replaced by imported goods, if the EAEU does not have significant production of the like product, by providing this surplus to some groups of consumers for free or at below-market prices.",critical shortages,From source,NA,NA,NA,NA,Eurasian Economic Union (EAEU),2014-05-29,2015-01-01,https://rtais.wto.org/rtadocs/909/TOA/English/EAEU%20Treaty%20(unofficial%20translation).doc,Eurasian Economic Union (EAEU),Goods & Services,CU & EIA,GATT Art. XXIV & GATS Art. V,In Force,29-May-14,29-May-14,12-Dec-14,12-Dec-14,01-Jan-15,01-Jan-15,NA,No,Plurilateral,Central Asia; Europe,Yes,No,Armenia; Belarus; Kazakhstan; Kyrgyz Republic; Russian Federation,Belarus; Kazakhstan; Russian Federation,Armenia(02-Jan-2015 - ); Kyrgyz Republic(12-Aug-2015 - ),Factual Presentation issued,19-Nov-18,Factual Presentation issued,19-Nov-18,2025,NA,"Dates of entry force:  For Belarus, Kazakhstan and the Russian Federation: 01-Jan-2015;
For Armenia: 02-Jan-2015;
For the Kyrgyz Republic: 12-Aug-2015."
909,"Formation of public stockholding for food security purposes shall be made through expenditures (or revenue foregone) provided in relation to the accumulation and holding of stocks of products, which form an integral part of a food security program identified in national legislation, and shall correspond to the following requirements and criteria: 1) the volume and accumulation of public stockholdings for food security purposes shall correspond to predetermined targets related solely to food security; 2) the process of stock accumulation and disposal shall be financial transparent; 3) food purchases by the government shall be made at current market prices and sales from food security stocks shall made at no less than the current domestic market price for the product and quality in question.",public stockholding for food security purposes; food security; food security; food security; food security,From source,NA,NA,NA,NA,Eurasian Economic Union (EAEU),2014-05-29,2015-01-01,https://rtais.wto.org/rtadocs/909/TOA/English/EAEU%20Treaty%20(unofficial%20translation).doc,Eurasian Economic Union (EAEU),Goods & Services,CU & EIA,GATT Art. XXIV & GATS Art. V,In Force,29-May-14,29-May-14,12-Dec-14,12-Dec-14,01-Jan-15,01-Jan-15,NA,No,Plurilateral,Central Asia; Europe,Yes,No,Armenia; Belarus; Kazakhstan; Kyrgyz Republic; Russian Federation,Belarus; Kazakhstan; Russian Federation,Armenia(02-Jan-2015 - ); Kyrgyz Republic(12-Aug-2015 - ),Factual Presentation issued,19-Nov-18,Factual Presentation issued,19-Nov-18,2025,NA,"Dates of entry force:  For Belarus, Kazakhstan and the Russian Federation: 01-Jan-2015;
For Armenia: 02-Jan-2015;
For the Kyrgyz Republic: 12-Aug-2015."
909,"Domestic food aid – expenditures (or revenue foregone) in relation to the provision of domestic food aid to sections of the population in need, which shall correspond to the following requirements and criteria: 1) eligibility to receive domestic food aid shall be established by national legislation of the member State; 2) domestic food aid shall be provided in the form of direct provision of food to those concerned or the provision of means to allow eligible recipients to buy food either at market or at subsidized prices; 3) food purchases by the government for rendering domestic food aid shall be made at current market prices and the financing and administration of the aid shall be transparent.",food aid; food aid; food aid; food aid,From source,NA,NA,NA,NA,Eurasian Economic Union (EAEU),2014-05-29,2015-01-01,https://rtais.wto.org/rtadocs/909/TOA/English/EAEU%20Treaty%20(unofficial%20translation).doc,Eurasian Economic Union (EAEU),Goods & Services,CU & EIA,GATT Art. XXIV & GATS Art. V,In Force,29-May-14,29-May-14,12-Dec-14,12-Dec-14,01-Jan-15,01-Jan-15,NA,No,Plurilateral,Central Asia; Europe,Yes,No,Armenia; Belarus; Kazakhstan; Kyrgyz Republic; Russian Federation,Belarus; Kazakhstan; Russian Federation,Armenia(02-Jan-2015 - ); Kyrgyz Republic(12-Aug-2015 - ),Factual Presentation issued,19-Nov-18,Factual Presentation issued,19-Nov-18,2025,NA,"Dates of entry force:  For Belarus, Kazakhstan and the Russian Federation: 01-Jan-2015;
For Armenia: 02-Jan-2015;
For the Kyrgyz Republic: 12-Aug-2015."
909,"Measures that distort agricultural trade to a larger extent shall be the following: 1) the provision by government of direct payments (including payments in kind) to a particular producer, to a cooperative or association of agricultural producers, contingent on export performance; 2) the sale or disposal for export to the territory of the other member State of non-commercial stocks of agricultural products at a price lower than the comparable price charged for the like product to buyers in the domestic market of the member State; 3) payments on the export of an agricultural product to the territory of the other member State that are financed by virtue of governmental action, whether or not a charge on the public account is involved, including payments that are financed from the proceeds of a levy imposed on the agricultural product concerned or on an agricultural product from which the exported product is derived; 4) the provision of state support to reduce the costs of marketing exports of agricultural products for the export to the territory of the other member State (other than widely available export promotion and advisory services), including handling, upgrading and other processing costs, and the costs of the international transport and freight; 5) establishment of internal transport and freight charges on export shipments of agricultural products to the territory of the other member State, provided on terms on terms more favourable than for domestic shipments; 6) subsidies on agricultural products contingent on their incorporation in exported products for the export to the territory of the other member State.",stocks of agricultural products,From source,NA,NA,NA,NA,Eurasian Economic Union (EAEU),2014-05-29,2015-01-01,https://rtais.wto.org/rtadocs/909/TOA/English/EAEU%20Treaty%20(unofficial%20translation).doc,Eurasian Economic Union (EAEU),Goods & Services,CU & EIA,GATT Art. XXIV & GATS Art. V,In Force,29-May-14,29-May-14,12-Dec-14,12-Dec-14,01-Jan-15,01-Jan-15,NA,No,Plurilateral,Central Asia; Europe,Yes,No,Armenia; Belarus; Kazakhstan; Kyrgyz Republic; Russian Federation,Belarus; Kazakhstan; Russian Federation,Armenia(02-Jan-2015 - ); Kyrgyz Republic(12-Aug-2015 - ),Factual Presentation issued,19-Nov-18,Factual Presentation issued,19-Nov-18,2025,NA,"Dates of entry force:  For Belarus, Kazakhstan and the Russian Federation: 01-Jan-2015;
For Armenia: 02-Jan-2015;
For the Kyrgyz Republic: 12-Aug-2015."
911,A Party may not count food aid or other non-commercial shipments in determining whether an in-quota quantity under a TRQ has been filled.,food aid,ToTA,CHAPTER THREE,National Treatment And Market Access For Goods,ARTICLE 3.16,Administration And Implementation Of Tariff Rate Quotas,Canada - Honduras,2013-11-05,2014-10-01,http://international.gc.ca/trade-commerce/trade-agreements-accords-commerciaux/agr-acc/honduras/fta-ale/index.aspx?lang=eng,Canada - Honduras,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,05-Nov-13,05-Nov-13,05-Feb-15,05-Feb-15,01-Oct-14,01-Oct-14,NA,No,Bilateral,North America; Central America,Yes,Yes,Canada; Honduras,Canada; Honduras,NA,Factual Presentation issued,27-Jun-16,Factual Presentation issued,27-Jun-16,2028,NA,NA
911,"The Parties hereby establish a Sub-Committee on Agriculture, composed of representatives of each Party, that: (a) shall provide a forum for the Parties to discuss issues relating to market access for agricultural goods; (b) shall monitor the implementation and administration of this Chapter, Chapter Four (Rules of Origin), Chapter Six (Trade Facilitation), Chapter Nine (Emergency Action), and the Uniform Regulations as they affect agricultural goods; (c) shall meet periodically, or whenever so requested by either Party; (d) shall refer to the Committee on Trade in Goods and Rules of Origin any matter under sub-paragraph (b) on which it has been unable to reach a decision; (e) shall submit to the Committee on Trade in Goods and Rules of Origin for its consideration any decision reached under this paragraph; (f) shall report to the Committee on Trade in Goods and Rules of Origin; (g) shall follow-up and promote cooperation in matters relating to agricultural goods; and (h) may review the overall operation of the agricultural special safeguard mechanism in Article 3.15.",special safeguard mechanism,ToTA,CHAPTER THREE,National Treatment And Market Access For Goods,ARTICLE 3.19,Committee On Trade In Goods And Rules Of Origin,Canada - Honduras,2013-11-05,2014-10-01,http://international.gc.ca/trade-commerce/trade-agreements-accords-commerciaux/agr-acc/honduras/fta-ale/index.aspx?lang=eng,Canada - Honduras,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,05-Nov-13,05-Nov-13,05-Feb-15,05-Feb-15,01-Oct-14,01-Oct-14,NA,No,Bilateral,North America; Central America,Yes,Yes,Canada; Honduras,Canada; Honduras,NA,Factual Presentation issued,27-Jun-16,Factual Presentation issued,27-Jun-16,2028,NA,NA
983,"A Member State may, after having given notice to the Secretary-General of its intention to do so, introduce or continue or execute restrictions or prohibitions affecting: (a) the application of security laws and regulations; (b) the control of arms, ammunition and other war equipment and military items; (c) the protection of human, animal or plant health or life, or the protection of public morality; (d) the transfer of gold, silver and precious and semi-precious stones; (e) the protection of any item deemed to be of national importance provided that the Member State concerned shall furnish proof to the Council that the item is of national importance; and (f) the maintenance of food security in the event of war and famine.",food security; famine,From source,NA,NA,NA,NA,Common Market for Eastern and Southern Africa (COMESA) - Accession of Egypt,1998-06-29,1999-02-17,https://rtais.wto.org/rtadocs/983/TOA/English/COMESA%20TREATY.pdf,Common Market for Eastern and Southern Africa (COMESA) - Accession of Egypt,Goods,CU,Enabling Clause,In Force,29-Jun-98,NA,03-Jan-17,NA,17-Feb-99,NA,NA,Yes,Plurilateral,Africa,No,No,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Zambia,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Zambia,NA,Factual Presentation issued,29-Sep-20,NA,NA,2000,NA,NA
983,67 CHAPTER EIGHTEEN CO-OPERATION IN AGRICULTURE AND RURAL DEVELOPMENT ARTICLE 129 Objectives of Co-operation in Agricultural Development The overall objectives of co-operation in the agricultural sector are the achievement of regional food security and rational agricultural production within the Common Market.,food security,From source,NA,NA,NA,NA,Common Market for Eastern and Southern Africa (COMESA) - Accession of Egypt,1998-06-29,1999-02-17,https://rtais.wto.org/rtadocs/983/TOA/English/COMESA%20TREATY.pdf,Common Market for Eastern and Southern Africa (COMESA) - Accession of Egypt,Goods,CU,Enabling Clause,In Force,29-Jun-98,NA,03-Jan-17,NA,17-Feb-99,NA,NA,Yes,Plurilateral,Africa,No,No,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Zambia,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Zambia,NA,Factual Presentation issued,29-Sep-20,NA,NA,2000,NA,NA
983,"The Member States undertake to: (a) ensure the adequate supply and availability of food by the promotion of agricultural development that would lead to the production of surpluses in food, the establishment of adequate storage facilities and strategic grain reserves; (b) promote co-operation in the production of foodstuffs which are rich in protein such as meat, fish, dairy products and legumes; (c) ensure the prevention of pre- and post-harvest loses; (d) establish a Common Market Early Warning System to assess and supply information regarding the food security position within the Member States and the Common Market; and (e) conclude such agreements amongst themselves as would facilitate the realisation of food security in the Common Market.",food security; food security,From source,NA,NA,NA,NA,Common Market for Eastern and Southern Africa (COMESA) - Accession of Egypt,1998-06-29,1999-02-17,https://rtais.wto.org/rtadocs/983/TOA/English/COMESA%20TREATY.pdf,Common Market for Eastern and Southern Africa (COMESA) - Accession of Egypt,Goods,CU,Enabling Clause,In Force,29-Jun-98,NA,03-Jan-17,NA,17-Feb-99,NA,NA,Yes,Plurilateral,Africa,No,No,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Zambia,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Zambia,NA,Factual Presentation issued,29-Sep-20,NA,NA,2000,NA,NA
995,"For the purposes of this Chapter, and acknowledging that the definition of SFS can evolve over time, the Parties consider SFS to be a food system which ensures access to safe, nutritious and sufficient food all year round in such a way that the economic, social, cultural and environmental bases to generate food security and nutrition for future generations are not compromised.",food security,From source,NA,NA,NA,NA,EU - New Zealand,2023-07-09,2024-05-01,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400866#page=1,EU - New Zealand,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,09-Jul-23,09-Jul-23,09-Apr-24,09-Apr-24,01-May-24,01-May-24,NA,No,Bilateral; One Party is an RTA,Oceania; Europe,Yes,Yes,New Zealand; European Union,New Zealand; European Union,NA,Factual Presentation issued,17-Jun-25,Factual Presentation issued,17-Jun-25,2031,NA,NA
995,"As members of the FAO Committee on World Food Security, the Parties shall also promote awareness for the “Principles for Responsible Investment in Agriculture and Food Systems” and the “Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests in the Context of National Food Security”.",Food Security; Food Security,From source,NA,NA,NA,NA,EU - New Zealand,2023-07-09,2024-05-01,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400866#page=1,EU - New Zealand,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,09-Jul-23,09-Jul-23,09-Apr-24,09-Apr-24,01-May-24,01-May-24,NA,No,Bilateral; One Party is an RTA,Oceania; Europe,Yes,Yes,New Zealand; European Union,New Zealand; European Union,NA,Factual Presentation issued,17-Jun-25,Factual Presentation issued,17-Jun-25,2031,NA,NA
1002,"Where compliance with the provisions of this Agreement leads to problems with the availability of, or access to, foodstuffs or other products essential to ensure food security, and where this situation gives rise or is likely to give rise to major difficulties for the Ghanaian Party, it may take appropriate measures in accordance with the procedures laid down in Article 25.",food security,ToTA,CHAPTER 1,Custom Duties And Non-Tariff Measures,ARTICLE 20,Food Security,EU - Ghana,2016-07-28,2016-12-15,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.287.01.0003.01.ENG&toc=OJ:L:2016:287:TOC,EU - Ghana,Goods,FTA,GATT Art. XXIV,In Force,28-Jul-16,NA,03-Apr-17,NA,15-Dec-16,NA,NA,No,Bilateral; One Party is an RTA,Africa; Europe,Yes,Yes,Ghana; European Union,Austria; Belgium; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Finland; France; Germany; Ghana; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; United Kingdom,United Kingdom( - 31-Dec-2020),Factual Presentation issued,19-Nov-18,NA,NA,2022,NA,"Official Journal of the European Union: L 287 of 21-Oct-2016.
The United Kingdom was a Member State of the European Union until 31 January 2020. The European Union and the United Kingdom have agreed a Withdrawal Agreement pursuant to Article 50 of the Treaty on European Union, which provides for a time-limited transition period during which European Union law, with limited exceptions as provided for in the Withdrawal Agreement will apply to and in the United Kingdom. Further details are available in the communication from the United Kingdom (WT/GC/206) dated 1 February 2020 and the note verbal from the European Union (WT/LET/1462) dated 27 January 2020 notifying WTO members that the United Kingdom is treated as a member State of the European Union for the purposes of relevant international agreements for the duration of the transition period."
1009,"A Member State may, after having given notice to the Secretary-General of its intention to do so, introduce or continue or execute restrictions or prohibitions affecting: 68 COMESA TREATY (a) the application of security laws and regulations; (b) the control of arms, ammunition and other war equipment and military items; (c) the protection of human, animal or plant health or life, or the protection of public morality; (d) the transfer of gold, silver and precious and semi- precious stones; (e) the protection of any item deemed to be of national importance provided that the Member State concerned shall furnish proof to the Council that the item is of national importance; and (f ) the maintenance of food security in the event of war and famine.",food security; famine,From source,NA,NA,NA,NA,Common Market for Eastern and Southern Africa (COMESA) - Accession of Seychelles,2007-11-01,2009-05-11,https://www.comesa.int/wp-content/uploads/2019/02/comesa-treaty-revised-20092012_with-zaire_final.pdf,Common Market for Eastern and Southern Africa (COMESA) - Accession of Seychelles,Goods,CU,Enabling Clause,In Force,01-Nov-07,NA,27-May-22,NA,11-May-09,NA,NA,Yes,Plurilateral,Africa,No,No,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Somalia; Zimbabwe; Sudan; Eswatini; Tunisia; Uganda; Egypt; Zambia,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Somalia; Zimbabwe; Sudan; Eswatini; Tunisia; Uganda; Egypt; Zambia,NA,Factual Presentation issued,17-Nov-22,NA,NA,NA,NA,Note that the accession of Seychelles to the COMESA has already been covered in a previous factual presentation prepared by the Secretariat on the accession of Egypt to the COMESA which is contained in document WT/COMTD/RTA16/1 and provides information on the enlargement of COMESA more broadly.
1009,174 COMESA TREATY CHAPTER EIGHTEEN CO-OPERATION IN AGRICULTURE AND RURAL DEVELOPMENT ARTICLE 129 Objectives of Co-operation in Agricultural Development The overall objectives of co-operation in the agricultural sector are the achievement of regional food security and rational agricultural production within the Common Market.,food security,From source,NA,NA,NA,NA,Common Market for Eastern and Southern Africa (COMESA) - Accession of Seychelles,2007-11-01,2009-05-11,https://www.comesa.int/wp-content/uploads/2019/02/comesa-treaty-revised-20092012_with-zaire_final.pdf,Common Market for Eastern and Southern Africa (COMESA) - Accession of Seychelles,Goods,CU,Enabling Clause,In Force,01-Nov-07,NA,27-May-22,NA,11-May-09,NA,NA,Yes,Plurilateral,Africa,No,No,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Somalia; Zimbabwe; Sudan; Eswatini; Tunisia; Uganda; Egypt; Zambia,Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Djibouti; Kenya; Libya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Somalia; Zimbabwe; Sudan; Eswatini; Tunisia; Uganda; Egypt; Zambia,NA,Factual Presentation issued,17-Nov-22,NA,NA,NA,NA,Note that the accession of Seychelles to the COMESA has already been covered in a previous factual presentation prepared by the Secretariat on the accession of Egypt to the COMESA which is contained in document WT/COMTD/RTA16/1 and provides information on the enlargement of COMESA more broadly.
