"lat","lon","streetname","country"
44.4424154,18.1441684,"Maršala Tita","bosnia-herzegovina"
44.0212141,18.2609644,"Maršala Tita","bosnia-herzegovina"
43.6537165,17.9617352,"Maršala Tita","bosnia-herzegovina"
44.8776467,18.4287228,"Titova","bosnia-herzegovina"
43.6694304,18.9791162,"Maršala Tita","bosnia-herzegovina"
44.3746568,16.3840467,"Titova ili Put Oficirske Škole","bosnia-herzegovina"
44.6523341,17.9473196,"Maršala Tita","bosnia-herzegovina"
46.0927973,20.2658064,"Тито Маршал","serbia"
46.1052781,19.6592657,"Aleja Maršala Tita","serbia"
45.94474,19.6669582,"Титоградска","serbia"
45.7931822,19.8267165,"Maršala Tita","serbia"
44.7851173,19.7068263,"Marsala Tita","serbia"
44.7355786,20.6068313,"Maršala Tita","serbia"
45.3605353,19.5917022,"Maršala Tita","serbia"
45.3610458,19.5355598,"Ulica Marsala Tita","serbia"
43.7327981,20.6824146,"Титоградска","serbia"
44.6067357,21.195828,"Титоградска","serbia"
42.5569752,21.9066434,"Титоградска","serbia"
44.808923,20.5778973,"Maršala Tita","serbia"
44.7291914,20.3720199,"Титова","serbia"
45.7731985,19.5892687,"Maršala Tita","serbia"
42.4264554,19.2699152,"Josipa Broza Tita","montenegro"
42.4534665,18.5310613,"trg Maršala Tita","montenegro"
42.101503,19.0950325,"Maršala Tita","montenegro"
42.8401766,20.1618951,"Marsala Tita","montenegro"
42.4650834,19.2935688,"Titove Korenice","montenegro"
42.4304462,18.6955846,"Marsala Tita","montenegro"
41.9306528,19.2105744,"Gjergj Kastrioti - Skënderbeu / Maršal Tito","montenegro"
41.5090529,21.2261126,"Маршал Тито","macedonia"
41.482816,22.0802064,"Маршал Тито","macedonia"
42.0037147,20.989018,"ul. Marshal Tito","macedonia"
41.9179926,22.4112028,"Marsal Tito","macedonia"
41.9944403,21.4431043,"Титовелешка","macedonia"
42.2026059,22.3352682,"Marshal Tito","macedonia"
41.7025164,22.8578648,"Маршал Тито","macedonia"
41.9624699,22.7754905,"Маршал Тито","macedonia"
41.1387535,22.5011649,"Маршал Тито","macedonia"
41.8833231,22.5057932,"bul. Marsal Tito","macedonia"
41.035952,21.3282858,"Титово Ужице","macedonia"
42.119496,21.732577,"Титова Митровачка","macedonia"
41.863142,21.9452514,"Маршал Тито","macedonia"
41.5230941,20.9644994,"Маршал Тито","macedonia"
41.1843846,22.7221215,"Маршал Тито","macedonia"
41.3191617,22.5549826,"Маршал Тито","macedonia"
41.6322243,22.4556472,"Маршал Тито","macedonia"
41.4356691,22.6411912,"Улица Маршал Тито","macedonia"
41.4089752,22.2446286,"Маршал Тито","macedonia"
42.020832,22.5897413,"Маршал Тито","macedonia"
41.2228796,21.2029328,"Маршал Тито","macedonia"
41.1773369,20.6736529,"ул. Маршал Тито","macedonia"
41.7385089,22.1978597,"Кеј Маршал Тито","macedonia"
41.3317929,22.4753697,"Маршал Тито","macedonia"
